author_login,committer_login
xdarklight,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
torvalds,torvalds
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
robhancocksed,davem330
ikhorn,davem330
ikhorn,davem330
torvalds,torvalds
torvalds,torvalds
None,None
cschaufler,torvalds
None,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
iamkafai,borkmann
gregkh,anholt
iamkafai,borkmann
iamkafai,borkmann
anakryiko,borkmann
None,borkmann
pbhole,borkmann
tmakita,borkmann
tmakita,borkmann
tmakita,borkmann
superna9999,khilman
superna9999,khilman
jeromebrunet,khilman
Elyotna,khilman
khilman,khilman
davem330,davem330
None,davem330
None,davem330
None,rostedt
lag-linaro,lag-linaro
lag-linaro,lag-linaro
None,None
None,None
None,None
None,None
None,None
None,None
sagsifive,sagsifive
sagsifive,sagsifive
sagsifive,sagsifive
None,None
andy-shev,andy-shev
mchehab,bjorn-helgaas
jpoimboe,rostedt
Etsukata,rostedt
Etsukata,rostedt
None,rostedt
koct9i,koct9i
None,None
None,None
andrealmeid,andrealmeid
mchehab,mchehab
None,rostedt
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,htejun
Etsukata,rostedt
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
mchehab,mchehab
None,None
GustavoARSilva,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
srgnk,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
jeromebrunet,broonie
davem330,davem330
None,None
ickle,ickle
ickle,ickle
ickle,ickle
None,robherring
jonhunter,bebarino
htejun,htejun
None,None
mmind,mmind
None,None
davem330,davem330
None,davem330
mchehab,gregkh
mchehab,gregkh
mchehab,gregkh
mchehab,gregkh
torvalds,torvalds
vsyrjala,vsyrjala
Omrigan,vsyrjala
torvalds,torvalds
Nathan-Huckleberry,Nathan-Huckleberry
None,None
None,None
None,None
danvet,danvet
ldir-EDB0,davem330
torvalds,torvalds
torvalds,torvalds
Young-X,davem330
None,None
gregkh,davem330
davem330,davem330
hkallweit,davem330
hkallweit,davem330
gregkh,broonie
gregkh,broonie
torvalds,torvalds
naota,kdave
robherring,robherring
TinyWindzz,TinyWindzz
malaterre,malaterre
malaterre,malaterre
gregkh,danvet
None,ickle
None,ickle
None,ickle
None,ickle
None,ickle
None,ickle
None,ickle
None,ickle
aryabinin,aryabinin
mattrope,mattrope
ickle,ickle
None,jmberg
None,jmberg
gregkh,jmberg
gregkh,gregkh
numbqq,mmind
AviStern,jmberg
ebiggers,jmberg
None,jmberg
ngoldste,jmberg
None,jmberg
None,jmberg
jmberg,jmberg
slongerbeam,slongerbeam
slongerbeam,slongerbeam
slongerbeam,slongerbeam
slongerbeam,slongerbeam
slongerbeam,slongerbeam
bauermann,bauermann
jkrh,jkrh
jkrh,jkrh
None,None
None,None
dlech,dlech
brgl,brgl
dlech,dlech
dlech,dlech
dlech,dlech
None,None
None,None
None,None
None,None
None,None
gregkh,gregkh
None,None
ffainelli,ffainelli
jmberg,jmberg
jmberg,jmberg
jmberg,jmberg
jmberg,jmberg
ilanpeer2,jmberg
ilanpeer2,jmberg
blogic,jmberg
blogic,jmberg
jmberg,jmberg
blogic,jmberg
None,jmberg
slongerbeam,slongerbeam
None,jmberg
None,None
None,jmberg
slongerbeam,slongerbeam
slongerbeam,slongerbeam
slongerbeam,slongerbeam
None,jmberg
None,mmind
jhswartz,mmind
westeri,westeri
ickle,ickle
ickle,ickle
ickle,ickle
bzolnier,ctmarinas
brgl,brgl
brgl,brgl
suomilewis,suomilewis
None,None
danvet,danvet
fabioestevam,fabioestevam
fabioestevam,fabioestevam
fabioestevam,fabioestevam
None,None
None,None
None,None
dianders,mmind
danvet,danvet
greghackmann,sumitsemwal
greghackmann,sumitsemwal
greghackmann,sumitsemwal
None,None
ezequielgarcia,mmind
bvanassche,bvanassche
hwang4canonical,tiwai
malaterre,malaterre
linusw,linusw
linusw,linusw
linusw,linusw
tomba,tomba
tomba,tomba
atseanpaul,mlankhorst
None,flaming-toast
lrq-max,lrq-max
None,vinodkoul
None,vinodkoul
commodo,vinodkoul
commodo,vinodkoul
commodo,vinodkoul
commodo,vinodkoul
gregkh,vinodkoul
gregkh,vinodkoul
gregkh,vinodkoul
gregkh,vinodkoul
gregkh,vinodkoul
gregkh,vinodkoul
hkallweit,davem330
hkallweit,davem330
vladimiroltean,davem330
robhancocksed,davem330
davem330,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
julianwiedmann,davem330
None,mpe
daxtens,mpe
masahir0y,mpe
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
djbw,torvalds
djbw,torvalds
idlethread,robherring
None,None
None,None
None,None
None,None
None,None
None,bjorn-helgaas
awilliam,bjorn-helgaas
masahir0y,davem330
krzk,davem330
huth,davem330
borkmann,borkmann
rnav,borkmann
rnav,borkmann
glaubitz,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
IridiumXOR,IridiumXOR
None,bjorn-helgaas
None,bjorn-helgaas
brb,borkmann
brb,borkmann
andy-shev,andy-shev
andy-shev,andy-shev
None,robherring
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ferasd,ferasd
ferasd,ferasd
ferasd,ferasd
alexvesker,alexvesker
alexvesker,alexvesker
None,None
None,None
ayalevin123,ayalevin123
krzk,krzk
None,None
None,None
ardbiesheuvel,broonie
None,None
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
None,None
None,None
None,None
None,None
None,None
None,None
bardliao,broonie
singalsu,broonie
zhuyingjiang,broonie
zhuyingjiang,broonie
plbossart,broonie
kv2019i,broonie
kv2019i,broonie
plbossart,broonie
dragosht,broonie
plbossart,broonie
Nathan-Huckleberry,broonie
jeromebrunet,broonie
kv2019i,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
b-rad-NDi,mchehab
b-rad-NDi,mchehab
atseanpaul,atseanpaul
atseanpaul,atseanpaul
atseanpaul,atseanpaul
atseanpaul,atseanpaul
b-rad-NDi,mchehab
b-rad-NDi,mchehab
b-rad-NDi,mchehab
None,robherring
None,None
Awik84,Awik84
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
BodongWang,BodongWang
BodongWang,BodongWang
vuhuong,vuhuong
danielj-mellanox,danielj-mellanox
None,None
bonzini,bonzini
atseanpaul,atseanpaul
pinchartl,atseanpaul
atseanpaul,atseanpaul
robherring,robherring
robherring,robherring
None,tiwai
None,None
gregkh,gregkh
torvalds,torvalds
ldts,broonie
linusw,broonie
gregkh,Benjamin-Gaignard
tiwai,tiwai
keyonjie,broonie
John-Hsu,broonie
skomra,skomra
skomra,skomra
skomra,skomra
skomra,skomra
gregkh,danvet
None,bonzini
jgunthorpe,dledford
None,heicarst
perexg,tiwai
linusw,linusw
linusw,linusw
None,None
gregkh,danvet
gregkh,danvet
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
lsgunth,jonmason
JoeyZhang-Microsemi,jonmason
wesleywesley,jonmason
JoeyZhang-Microsemi,jonmason
wesleywesley,jonmason
None,jonmason
None,jonmason
lsgunth,jonmason
rsanjaym,jonmason
rsanjaym,jonmason
rsanjaym,jonmason
rsanjaym,jonmason
None,jonmason
kbrown9,gregkh
kbrown9,gregkh
kbrown9,gregkh
kbrown9,gregkh
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
nxpfrankli,wildea01
nxpfrankli,wildea01
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
None,linusw
cgro,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
danvet,danvet
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
a3a3el,gregkh
nxpfrankli,wildea01
lyakh,tiwai
None,tiwai
None,horms
None,horms
None,axboe
jwrdegoede,axboe
None,axboe
None,axboe
None,wildea01
None,None
None,axboe
None,None
aherrmann-suse,axboe
aherrmann-suse,axboe
ChaitanayaKulkarni,axboe
gregkh,axboe
ebiggers,axboe
damien-lemoal,axboe
gurka,gregkh
gurka,gregkh
None,gregkh
RishirajAM,gregkh
None,None
ickle,ickle
None,gregkh
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
kraxel,kraxel
fabioestevam,herbertx
fabioestevam,herbertx
nishadkamdar,herbertx
GustavoARSilva,herbertx
None,herbertx
nishadkamdar,herbertx
None,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
gregkh,gregkh
mpe,mpe
takaswie,tiwai
None,vireshk
ujfalusi,SantoshShilimkar
sumananna,SantoshShilimkar
ujfalusi,SantoshShilimkar
glneo,SantoshShilimkar
None,None
None,None
vladimiroltean,vladimiroltean
torvalds,torvalds
mpe,mpe
None,None
None,None
metux,linusw
bebarino,bebarino
Exalm,dtor
None,davem330
WOnder93,pcmoore
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
danvet,danvet
davem330,davem330
sameehj,davem330
sameehj,davem330
sameehj,davem330
sameehj,davem330
sameehj,davem330
sameehj,davem330
akiyano,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
grygoriyS,davem330
davem330,davem330
minimaxwell,davem330
minimaxwell,davem330
davem330,davem330
jpirko,davem330
jpirko,davem330
idosch,davem330
idosch,davem330
idosch,davem330
jrfastab,davem330
ffainelli,davem330
ssuryaextr,davem330
theyoyojo,htejun
vivien,davem330
minimaxwell,davem330
standby24x7,davem330
mokomull,mokomull
None,davem330
None,davem330
teknoraver,davem330
vbuslov,davem330
zhanggenex,pcmoore
danvet,danvet
eballetbo,eballetbo
None,djwong
None,djwong
None,djwong
sandeen,djwong
torvalds,torvalds
roxell,broonie
mwgonzalez,bebarino
mchehab,mchehab
zhanggenex,pcmoore
None,djwong
ickle,ickle
atseanpaul,atseanpaul
wildea01,wildea01
None,gregkh
None,None
None,None
vireshk,vireshk
valdisk,borkmann
standby24x7,mchehab
None,mchehab
Young-X,mchehab
None,mchehab
roxell,mchehab
roxell,mchehab
tom3q,mchehab
None,mchehab
igsilya,borkmann
None,mchehab
None,mchehab
None,mchehab
None,mchehab
iamkafai,borkmann
None,mchehab
None,mchehab
None,None
None,None
None,None
None,None
None,None
None,None
None,mchehab
ickle,ickle
None,None
fdmanana,kdave
None,dlezcano
mpe,mpe
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
jernejsk,mripard
igoropaniuk,igoropaniuk
4ge32,jankara
cgxu519,jankara
robherring,robherring
linusw,broonie
Srinivas-Kandagatla,broonie
ujfalusi,broonie
ujfalusi,broonie
CTLIN0,broonie
ickle,ickle
tmlind,linusw
None,horms
None,horms
linusw,linusw
None,cminyard
None,horms
Icenowy,linusw
Icenowy,linusw
takeshikihara,horms
bijudas,horms
bijudas,horms
bijudas,horms
None,horms
vsyrjala,vsyrjala
bijudas,horms
bijudas,horms
vsyrjala,vsyrjala
vsyrjala,vsyrjala
vsyrjala,vsyrjala
vsyrjala,vsyrjala
bijudas,horms
vsyrjala,vsyrjala
t-kristo,t-kristo
vsyrjala,vsyrjala
bijudas,horms
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
ffainelli,sudeep-holla
ffainelli,sudeep-holla
MrVan,sudeep-holla
sudeep-holla,sudeep-holla
None,sudeep-holla
linusw,linusw
ickle,ickle
linusw,linusw
linusw,linusw
mcdermj,mcdermj
cdleonard,cdleonard
cdleonard,cdleonard
westeri,westeri
jnikula,jnikula
None,None
None,None
None,None
None,None
None,None
ickle,ickle
None,None
None,kishon
None,kishon
None,kishon
ffainelli,kishon
shimoday,kishon
nathanchance,wildea01
jnikula,jnikula
csindle,andy-shev
None,andy-shev
Young-X,andy-shev
None,None
None,None
None,None
krzk,andy-shev
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,linusw
None,None
None,None
Danct12,andy-shev
mellanoxbmc,andy-shev
mellanoxbmc,andy-shev
MathewKing,andy-shev
jwrdegoede,andy-shev
tmlind,tmlind
lkundrak,andy-shev
lkundrak,andy-shev
lkundrak,andy-shev
minwooim,minwooim
mellanoxbmc,andy-shev
mellanoxbmc,andy-shev
MathewKing,andy-shev
jwrdegoede,andy-shev
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
dlezcano,dlezcano
LuBaolu,joergroedel
None,joergroedel
LuBaolu,joergroedel
LuBaolu,joergroedel
LuBaolu,joergroedel
LuBaolu,joergroedel
LuBaolu,joergroedel
jktjkt,gclement
eauger,joergroedel
eauger,joergroedel
eauger,joergroedel
eauger,joergroedel
eauger,joergroedel
eauger,joergroedel
eauger,joergroedel
prarit,prarit
james-morse-arm,james-morse-arm
TinyWindzz,TinyWindzz
None,joergroedel
jacobpan,joergroedel
jacobpan,joergroedel
jacobpan,joergroedel
None,None
rmurphy-arm,joergroedel
nullr0ute,nullr0ute
nullr0ute,nullr0ute
nullr0ute,nullr0ute
tmlind,tmlind
yegorich,tmlind
yegorich,tmlind
linusw,linusw
xdarklight,linusw
djdeath,jnikula
vsyrjala,jnikula
vsyrjala,jnikula
lucasdemarchi,jnikula
jwrdegoede,jnikula
linusw,linusw
lag-linaro,linusw
lag-linaro,linusw
None,pmladek
masahir0y,linusw
masahir0y,linusw
YFESTM,YFESTM
YFESTM,YFESTM
andersson,andersson
None,andersson
RanWang1,RanWang1
idlethread,andersson
None,andersson
andersson,andersson
andersson,andersson
andersson,andersson
None,vinodkoul
Srinivas-Kandagatla,andersson
ffainelli,ffainelli
ffainelli,ffainelli
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
Anson-Huang,dtor
xdarklight,khilman
Kamalheib,dledford
superna9999,khilman
superna9999,khilman
superna9999,khilman
jeromebrunet,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
superna9999,khilman
chewitt,khilman
chewitt,khilman
chewitt,khilman
chewitt,khilman
superna9999,khilman
superna9999,khilman
jeromebrunet,khilman
superna9999,khilman
superna9999,khilman
jeromebrunet,khilman
jeromebrunet,khilman
jeromebrunet,khilman
jeromebrunet,khilman
khilman,khilman
krzk,paulburton
krzk,paulburton
lkundrak,paulburton
None,paulburton
None,paulburton
pcercuei,paulburton
pcercuei,paulburton
pcercuei,paulburton
pcercuei,paulburton
WOnder93,pcmoore
pcercuei,paulburton
None,ffainelli
jim2101024,ffainelli
jacek-anaszewski,jacek-anaszewski
None,None
rleon,dledford
rleon,dledford
rleon,dledford
thejh,ebiederm
mmarcini,jgunthorpe
mmarcini,jgunthorpe
None,jgunthorpe
lucasdemarchi,lucasdemarchi
lucasdemarchi,lucasdemarchi
lucasdemarchi,lucasdemarchi
yakuizhao,yakuizhao
yakuizhao,yakuizhao
davem330,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
None,davem330
kuba-moo,davem330
kuba-moo,davem330
None,davem330
yakuizhao,yakuizhao
None,davem330
davem330,davem330
None,davem330
None,davem330
TaeheeYoo,davem330
TaeheeYoo,davem330
TaeheeYoo,davem330
None,vineetgarc
abrodkin,vineetgarc
wdebruij,davem330
None,davem330
krzk,krzk
ffainelli,konradwilk
ffainelli,konradwilk
None,None
lkundrak,andy-shev
None,andy-shev
None,andy-shev
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
dianders,atseanpaul
dianders,atseanpaul
None,None
kentrussell,kentrussell
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ljymonk,ljymonk
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
lyakh,tiwai
fxkamd,fxkamd
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
kbingham,mchehab
None,mchehab
oneukum,mchehab
tsundre,mchehab
mchehab,mchehab
danvet,danvet
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
Elyotna,mchehab
Elyotna,mchehab
amir73il,amir73il
None,paul-walmsley-sifive
cailca,thomashvmw
None,paul-walmsley-sifive
thomashvmw,thomashvmw
khilman,paul-walmsley-sifive
thomashvmw,thomashvmw
Elyotna,mchehab
mripard,robherring
jwrdegoede,ardbiesheuvel
ardbiesheuvel,ardbiesheuvel
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
None,None
None,None
yghannam,yghannam
yghannam,yghannam
yghannam,yghannam
yghannam,yghannam
yghannam,yghannam
notro,notro
notro,notro
notro,notro
notro,notro
None,borkmann
GustavoARSilva,GustavoARSilva
None,None
miquelraynal,gclement
danvet,danvet
guoren83,guoren83
guoren83,guoren83
guoren83,guoren83
gclement,gclement
None,None
None,None
None,None
None,None
None,None
None,None
xen0n,bentiss
ickle,ickle
ickle,ickle
ensonic,tiwai
rncbc,tiwai
alanmikhak-at-sifive,alanmikhak-at-sifive
alanmikhak-at-sifive,alanmikhak-at-sifive
alanmikhak-at-sifive,alanmikhak-at-sifive
alanmikhak-at-sifive,alanmikhak-at-sifive
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
None,tiwai
takaswie,tiwai
superna9999,jeromebrunet
superna9999,jeromebrunet
jeromebrunet,jeromebrunet
superna9999,jeromebrunet
glaroque,jeromebrunet
jeromebrunet,jeromebrunet
glaroque,jeromebrunet
xdarklight,jeromebrunet
xdarklight,jeromebrunet
xdarklight,jeromebrunet
jeromebrunet,jeromebrunet
xdarklight,jeromebrunet
None,bentiss
borkmann,borkmann
None,borkmann
None,borkmann
None,borkmann
None,borkmann
clementperon,mripard
danvet,danvet
heicarst,heicarst
None,heicarst
mchehab,heicarst
mchehab,heicarst
mchehab,heicarst
groeck,heicarst
heicarst,heicarst
None,kraxel
anakryiko,anakryiko
kuba-moo,kuba-moo
None,None
None,None
None,None
None,None
None,None
ebiggers,ebiggers
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ubizjak,ubizjak
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ryncsn,ryncsn
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
asmaamellanox,cminyard
ickle,ickle
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
Leo-Yan,Leo-Yan
None,None
mathieupoirier,mathieupoirier
None,None
None,None
None,None
None,None
dianders,atseanpaul
seanyoung,mchehab
tobijk1,mchehab
tobijk1,mchehab
fabioestevam,mchehab
None,mchehab
None,None
None,None
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
mathieupoirier,mathieupoirier
olsajiri,olsajiri
None,None
None,None
Leo-Yan,Leo-Yan
jgunthorpe,jgunthorpe
broonie,broonie
davem330,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
dsahern,davem330
None,gregkh
torvalds,torvalds
ldts,gregkh
None,davem330
davem330,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
torvalds,torvalds
tiwai,gregkh
tiwai,gregkh
tiwai,gregkh
torvalds,torvalds
None,gregkh
bseljak,gregkh
None,gregkh
fabioestevam,gregkh
fabioestevam,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
BHESTM,gregkh
None,gregkh
None,gregkh
ickle,ickle
cxgbit,davem330
davem330,davem330
minimaxwell,davem330
minimaxwell,davem330
minimaxwell,davem330
htejun,htejun
htejun,htejun
gregkh,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,None
None,None
None,None
None,None
None,None
None,None
None,None
gurka,gregkh
gurka,gregkh
gurka,gregkh
gurka,gregkh
gurka,gregkh
YoitoFes,gregkh
ezequielgarcia,robherring
superna9999,robherring
None,gregkh
None,gregkh
None,gregkh
None,robherring
None,storulf
None,storulf
storulf,storulf
None,storulf
superna9999,storulf
None,storulf
mahathug,storulf
None,storulf
None,None
atull-altera,atull-altera
GustavoARSilva,broonie
linusw,broonie
None,broonie
jeromebrunet,broonie
None,broonie
ranj063,broonie
gregkh,gregkh
reid-p,linusw
robhancocksed,linusw
None,gregkh
sre,tomba
sre,tomba
sre,tomba
sre,tomba
None,tomba
None,tomba
thomasmey,tomba
linusw,linusw
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
None,ctmarinas
None,tmlind
None,tmlind
None,tmlind
None,tmlind
None,tmlind
None,tmlind
dnltz,tmlind
None,tmlind
aford173,tmlind
tmlind,tmlind
None,None
None,None
None,None
None,None
None,None
ffourcot,ffourcot
ffourcot,ffourcot
axboe,axboe
djdeath,djdeath
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
gwendalcr,lag-linaro
None,None
None,jnikula
None,vinodkoul
commodo,vinodkoul
None,vinodkoul
None,vinodkoul
None,vinodkoul
None,vinodkoul
None,vinodkoul
None,vinodkoul
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
GustavoARSilva,peda-r
linusw,peda-r
GustavoARSilva,peda-r
None,tmlind
None,tmlind
krzk,ysat0
None,tytso
None,davem330
None,davem330
jahurley,davem330
davem330,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
yuchungcheng,davem330
davem330,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
teknoraver,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
davem330,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
robhancocksed,davem330
robhancocksed,davem330
tytso,tytso
djwong,tytso
None,davem330
davem330,davem330
jarodwilson,davem330
jarodwilson,davem330
jarodwilson,davem330
fabioestevam,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
IronShen,davem330
liuyonglong86,davem330
None,davem330
None,davem330
None,davem330
None,davem330
liuzhongzhu,davem330
None,davem330
None,davem330
davem330,davem330
grygoriyS,davem330
grygoriyS,davem330
grygoriyS,davem330
grygoriyS,davem330
metux,davem330
jlabundy,dtor
amir73il,djwong
amir73il,djwong
amir73il,djwong
amir73il,djwong
amir73il,djwong
None,djwong
masahir0y,linusw
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
ickle,ickle
None,jacek-anaszewski
None,jacek-anaszewski
ARO17,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
ColinIanKing,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
gaurijhangiani,gregkh
None,gregkh
None,gregkh
maxime-desroches,gregkh
None,ickle
None,ickle
brauner,brauner
brauner,brauner
gregkh,gregkh
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
malaterre,masahir0y
agross-korg,agross-korg
Leo-Yan,agross-korg
Leo-Yan,agross-korg
Leo-Yan,agross-korg
torvalds,torvalds
torvalds,torvalds
davem330,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
vladimiroltean,davem330
